Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,E-mail 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Skype,Широта,Долгота,2GIS URL,Тип,Twitter,Telegram 1,Telegram 2,Telegram 3,Тип;;;;;;;;;;;;;;;;;;;,E-mail,Тип;;;;;;;;;;;;;;;;;;,Viber 1,Viber 2,Тип;;;;;;;;;;;;;;;;;,Тип;;;;;;;;;;;;;;;;;;;;;;;
Индийский трикотаж,магазин,Трикотажные изделия; Женская одежда; Детская одежда; Мужская одежда; Носки / Колготки,"проспект Жибек Жолы, 67",1 этаж,50004.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-18:00,+05:00,3.5,3.0,,,,,,,,,,,,,,,,,,,,43.262433,76.947266,https://2gis.com/firm/70000001082849989,branch,,,,,,,,,,,
Индийский трикотаж,магазин,Трикотажные изделия,"улица Калдаякова, 41",1 этаж,50010.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,3.5,10.0,,,,,,,,,,,,,,,,,,,,43.254702,76.958488,https://2gis.com/firm/9429940001693553,branch,,,,,,,,,,,
Интизар,продуктовый магазин,Продуктовые магазины,"улица Базарбаева, 31",,50007.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,4.4,6.0,,,,,,,,,,,,,,,,,,,,43.269324,76.981293,https://2gis.com/firm/70000001046309309,branch,,,,,,,,,,,
Ка-Росс,магазин,Хозтовары; Сухие строительные смеси; Гипсокартон; Крепёж; Лаки / Краски,"улица Орманова, 25",,50010.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-13:00,+05:00,4.0,7.0,87272412694,,,,,,,,,,,,,,,,,,,43.258772,76.973176,https://2gis.com/firm/9429940000796662,branch,,,,,,,,,,,
Казахстан,мини-маркет,Супермаркеты,"проспект Достык, 52",1 этаж,50021.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.6,8.0,87711053365,87757725505,,,,,,,,,,,https://wa.me/77757725505,,,,,,,43.244937,76.957213,https://2gis.com/firm/70000001065422942,branch,,,,,,,,,,,
Казына,продовольственный магазин,Продуктовые магазины,"улица 10-летие Независимости Республики Казахстан, 46",,50064.0,Думан м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,4.0,3.0,,,,,,,,,,,,,,,,,,,,43.282296,77.002682,https://2gis.com/firm/70000001032479251,branch,,,,,,,,,,,
Камила,продовольственный магазин,Продуктовые магазины,"улица Апорт, 32",,50007.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 07:00-22:00; Вт: 07:00-22:00; Ср: 07:00-22:00; Чт: 07:00-22:00; Пт: 07:00-22:00; Сб: 07:00-22:00; Вс: 07:00-22:00,+05:00,3.3,3.0,,,,,,,,,,,,,,,,,,,,43.268408,76.977189,https://2gis.com/firm/9429940001254518,branch,,,,,,,,,,,
Камила,продовольственный магазин,Продуктовые магазины,"улица Каратальская, 26",,50019.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,2.1,5.0,87022480708,,,,,,,,,,,,https://wa.me/77022480708,,,,,,,43.281373,76.971301,https://2gis.com/firm/9429940000994965,branch,,,,,,,,,,,
Камиля,продуктовый магазин,Продуктовые магазины,"улица Бузурбаева, 23",1 этаж,50002.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:30-21:45; Вт: 08:30-21:45; Ср: 08:30-21:45; Чт: 08:30-21:45; Пт: 08:30-21:45; Сб: 08:30-21:45; Вс: 08:30-21:45,+05:00,2.2,35.0,,,,,,,,,,,,,,,,,,,,43.261532,76.963414,https://2gis.com/firm/9429940000792118,branch,,,,,,,,,,,
Капитал,магазин,Ювелирные изделия; Покупка драгоценных металлов / ювелирных изделий,"проспект Жибек Жолы, 55",1 этаж,50002.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,4.9,1.0,87026258009,87767498555,,,,,,,,,,,https://wa.me/77026258009,https://wa.me/77767498555,,,,,,43.262875,76.953825,https://2gis.com/firm/70000001059288920,branch,,,,,,,,,,,
Каприз,продуктовый магазин,Продуктовые магазины,"микрорайон Самал-1, 4",1 этаж,50051.0,Самал-1 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,2.6,24.0,87476665070,,,,,,,,,,,,,,,,,,,43.236527,76.957062,https://2gis.com/firm/9429940000843983,branch,,,,,,,,,,,
Карамель,магазин,Продуктовые магазины,"проспект Жибек Жолы, 67",1 этаж,50004.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 09:00-18:00,+05:00,,,87021985897,,,,,,,,,,,,https://wa.me/77021985897,,,,,,,43.262433,76.947266,https://2gis.com/firm/70000001076227501,branch,,,,,,,,,,,
Катюша,продуктовый магазин,Продуктовые магазины,"проспект Райымбека, 20",,50002.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-02:00; Вт: 08:00-02:00; Ср: 08:00-02:00; Чт: 08:00-02:00; Пт: 08:00-02:00; Сб: 08:00-02:00; Вс: 08:00-02:00,+05:00,2.6,2.0,87057144158,,,,,,,,,,,,,,,,,,,43.271822,76.963873,https://2gis.com/firm/9429940000992327,branch,,,,,,,,,,,
Каусар,продовольственный магазин,Продуктовые магазины,"улица Розы Баглановой, 69г",,50010.0,Кок-Тобе м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,2.4,6.0,,,,,,,,,,,,,,,,,,,,43.251966,76.976141,https://2gis.com/firm/70000001023960623,branch,,,,,,,,,,,
Каусар,продовольственный магазин,Продуктовые магазины,"улица Халиуллина, 43",,50019.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,1.6,5.0,,,,,,,,,,,,,,,,,,,,43.285688,76.975958,https://2gis.com/firm/9429940000997446,branch,,,,,,,,,,,
Кен-Дала,мини-маркет,Супермаркеты,"улица Татибекова, 46",1 этаж,50019.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,3.1,22.0,87272399100,,,,,,,,,,,,,,,,,,,43.281406,76.970628,https://2gis.com/firm/9429940000996053,branch,,,,,,,,,,,
Кенсай,мини-маркет,Супермаркеты,"улица Сарсенбаева, 55а",1 этаж,50007.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 06:00-24:00; Вт: 06:00-24:00; Ср: 06:00-24:00; Чт: 06:00-24:00; Пт: 06:00-24:00; Сб: 06:00-24:00; Вс: 06:00-24:00,+05:00,2.4,10.0,87071500600,,,,,,,,,,,,,,,,,,,43.264108,76.99114,https://2gis.com/firm/70000001033490068,branch,,,,,,,,,,,
Кирпичик,мини-маркет,Супермаркеты,"улица Ибрагимова, 8А",,50032.0,Алатау м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,3.6,4.0,87772672661,,,,,,,,,,,,https://wa.me/77772672661,,,,,,,43.359282,77.137358,https://2gis.com/firm/70000001055623838,branch,,,,,,,,,,,
Кок тобе,,Продуктовые магазины,"улица Чимбулакская, 4/1",,50010.0,Кок-Тобе м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-10:00; Вт: 08:00-10:00; Ср: 08:00-10:00; Чт: 08:00-10:00; Пт: 08:00-10:00; Сб: 08:00-10:00; Вс: 08:00-10:00,+05:00,5.0,2.0,87073666624,,,,,,,,,,,,,,,,,,,43.238273,76.969861,https://2gis.com/firm/70000001094722150,branch,,,,,,,,,,,
Коктем,магазин,Хозтовары; Косметика / Парфюмерия; Канцтовары,"улица Хан-Тенгри, 48а",1 этаж,50064.0,Думан м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,4.9,2.0,87773521252,,,,,,,,,,,,https://wa.me/77773521252,,,,,,,43.280428,76.998888,https://2gis.com/firm/70000001069615047,branch,,,,,,,,,,,
Коктем,продовольственный магазин,Продуктовые магазины,"проспект Достык, 296",1 этаж,50020.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-01:00; Вт: 08:00-01:00; Ср: 08:00-01:00; Чт: 08:00-01:00; Пт: 08:00-01:00; Сб: 08:00-01:00; Вс: 08:00-01:00,+05:00,1.3,47.0,,,,,,,,,,,,,,,,,,,,43.21622,76.965353,https://2gis.com/firm/9429940000796930,branch,,,,,,,,,,,
Коктем плюс,мини-маркет,Супермаркеты,"микрорайон Аскартау, 8",1 этаж,50044.0,Асқартау м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,3.5,13.0,87077994804,,,,,,,,,,,,https://wa.me/77077994804,,,,,,,43.201334,76.93592,https://2gis.com/firm/70000001029779812,branch,,,,,,,,,,,
Корзинка,продуктовый магазин,Продуктовые магазины,"Думан-2 микрорайон, 28",,50064.0,Думан-2 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-01:00; Вт: 08:00-01:00; Ср: 08:00-01:00; Чт: 08:00-01:00; Пт: 08:00-01:00; Сб: 08:00-01:00; Вс: 08:00-01:00,+05:00,5.0,8.0,,,,,,,,,,,,,,,,,,,,43.285305,77.002585,https://2gis.com/firm/70000001068968657,branch,,,,,,,,,,,
Көңіл ашар,продовольственный магазин,Продуктовые магазины,"улица Искендерова, 35/1",,50059.0,Горный гигант м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,3.2,8.0,,,,,,,,,,,,,,,,,,,,43.216595,76.951966,https://2gis.com/firm/9429940001240093,branch,,,,,,,,,,,
Көркем,мини-маркет,Супермаркеты,"Кульджинский тракт, 16/20 блок 9",,50019.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,4.2,39.0,87018351066,,,,,,,,,,,,https://wa.me/77018351066,,,,,,,43.289795,76.986761,https://2gis.com/firm/70000001051421681,branch,,,,,,,,,,,
Кристал,продуктовый магазин,Продуктовые магазины; Бытовая химия,"улица Карбышева, 30",,50019.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,3.7,8.0,,,,,,,,,,,,,,,,,,,,43.27876,76.987265,https://2gis.com/firm/70000001023108287,branch,,,,,,,,,,,
Кристина,продуктовый магазин,Продуктовые магазины,"улица Базарбаева, 19",,50007.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-02:00; Вт: 08:00-02:00; Ср: 08:00-02:00; Чт: 08:00-02:00; Пт: 08:00-02:00; Сб: 08:00-02:00; Вс: 08:00-02:00,+05:00,4.5,8.0,,,,,,,,,,,,,,,,,,,,43.270821,76.980763,https://2gis.com/firm/9429940000991672,branch,,,,,,,,,,,
Куаныш,магазин,Продуктовые магазины,"Думан-2 микрорайон, 27",1 этаж,50064.0,Думан-2 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-01:00; Вт: 08:00-01:00; Ср: 08:00-01:00; Чт: 08:00-01:00; Пт: 08:00-01:00; Сб: 08:00-01:00; Вс: 08:00-01:00,+05:00,3.2,11.0,87753852201,,,,,,,,,,,,https://wa.me/77753852201,,,,,,,43.285651,77.002985,https://2gis.com/firm/70000001052571698,branch,,,,,,,,,,,
Куралай,мини-маркет,Супермаркеты,"улица Кабанбай батыра, 38",1 этаж,50010.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:30-23:30; Вт: 08:30-23:30; Ср: 08:30-23:30; Чт: 08:30-23:30; Пт: 08:30-23:30; Сб: 08:30-23:30; Вс: 08:30-23:30,+05:00,2.4,4.0,87029016967,87478646991,,,,,,,,,,,https://wa.me/77029016967,,,,,,,43.250856,76.96269,https://2gis.com/firm/70000001055691644,branch,,,,,,,,,,,
Кус Вкус,магазин,Мясо птицы / Полуфабрикаты; Колбасные изделия,"проспект Жибек Жолы, 53",91 бутик; овощной ряд,50002.0,,Медеуский район,Алматы,,Алматы,Казахстан,Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,,,87011550022,87475369192,,,,,,,,,,,,,,,,,,43.2633,76.954046,https://2gis.com/firm/70000001094134052,branch,,,,,,,,,,,
Күміс,продуктовый магазин,Продуктовые магазины,"улица Кереку, 11/1",,50064.0,Думан м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,3.2,2.0,87787090472,,,,,,,,,,,,https://wa.me/77787090472,,,,,,,43.284618,76.997032,https://2gis.com/firm/70000001027256680,branch,,,,,,,,,,,
Лесная аптека,магазин,БАДы,"улица Тянь-Шаньская, 9",,50002.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-16:00; Вт: 09:00-16:00; Ср: 09:00-16:00; Чт: 09:00-16:00; Пт: 09:00-16:00,+05:00,1.5,4.0,87051266787,,,,,,,,,https://instagram.com/lesnaya_apteka_almaty,,,https://wa.me/77051266787,,,,,,,43.26674,76.966117,https://2gis.com/firm/70000001068923426,branch,,,,,,,,,,,
Лия,продовольственный магазин,Продуктовые магазины,"улица Кажымукана, 20",1 этаж,50059.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-02:00; Вт: 08:00-02:00; Ср: 08:00-02:00; Чт: 08:00-02:00; Пт: 08:00-02:00; Сб: 08:00-02:00; Вс: 08:00-02:00,+05:00,3.9,64.0,,,,,,,,,,,,,,,,,,,,43.225139,76.958972,https://2gis.com/firm/9429940000875181,branch,,,,,,,,,,,
Лотте Рахат,магазин №2,Кондитерские изделия,"Богенбай батыра улица, 104",1 этаж,50010.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+05:00,4.1,48.0,87272938162,87272584710 (доп.591),,,,,http://www.rakhat.kz,,,https://instagram.com/lotte.rakhat,,,,,,,,,,43.253503,76.95243,https://2gis.com/firm/70000001031360387,branch,,,,,,,,,,,
Лотте Рахат,магазин №7,Кондитерские изделия,"проспект Жибек Жолы, 47",1 этаж,50002.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+05:00,3.1,31.0,87272584710 (доп.592),87272584710 (доп.591),,,,,http://www.rakhat.kz,,,https://instagram.com/lotte.rakhat,,,,,,,,,,43.263102,76.957278,https://2gis.com/firm/70000001032789637,branch,,,,,,,,,,,
Лотте Рахат,офис,,"улица Зенкова, 2а",1 этаж,50002.0,,Медеуский район,Алматы,,Алматы,Казахстан,"Пн: 08:00-13:00, 14:00-17:00; Вт: 08:00-13:00, 14:00-17:00; Ср: 08:00-13:00, 14:00-17:00; Чт: 08:00-13:00, 14:00-17:00; Пт: 08:00-13:00, 14:00-17:00",+05:00,2.3,24.0,87272584716,87272584710 (доп.591),,,,,http://www.rakhat.kz,,,https://instagram.com/lotte.rakhat,,,,,,,,,,43.263596,76.956217,https://2gis.com/firm/70000001027625955,branch,,,,,,,,,,,
Луч,продовольственный магазин,Продуктовые магазины; Бытовая химия,"улица Атбасарская, 41а",,50019.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,2.8,7.0,87479091194,,,,,,,,,,,,https://wa.me/77479091194,,,,,,,43.281386,76.991624,https://2gis.com/firm/9429940001000741,branch,,,,,,,,,,,
Любимчик,продуктовый магазин,Продуктовые магазины; Разливное пиво,"микрорайон Атырау-1, 1/3",,50019.0,Атырау м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 06:30-22:00; Вт: 06:30-22:00; Ср: 06:30-22:00; Чт: 06:30-22:00; Пт: 06:30-22:00; Сб: 06:30-22:00; Вс: 07:30-22:00,+05:00,2.9,13.0,,,,,,,,,,,,,,,,,,,,43.293292,76.993413,https://2gis.com/firm/70000001033700828,branch,,,,,,,,,,,
Магазин,,Продуктовые магазины,"Мустафы Шокая улица, 450",,50007.0,,Медеуский район,Алматы,,Алматы,Казахстан,,+05:00,,,,,,,,,,,,,,,,,,,,,,43.243185,77.00718,https://2gis.com/firm/70000001089853536,branch,,,,,,,,,,,
Магазин,,Колбасные изделия,"проспект Достык, 105/3",,50051.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00,+05:00,,,,,,,,,,,,,,,,,,,,,,43.225436,76.961744,https://2gis.com/firm/70000001081312865,branch,,,,,,,,,,,
Магазин,,Женская одежда; Мужская одежда,"улица Пушкина, 36",20 бутик; 3 этаж,50002.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00; Вс: 11:00-19:00,+05:00,,,87074775262,87071626573,,,,,,,,,,,https://wa.me/77074775262,https://wa.me/77071626573,,,,,,43.262834,76.953247,https://2gis.com/firm/70000001077791183,branch,,,,,,,,,,,
Магазин,,Носки / Колготки,"проспект Жибек Жолы, 67",1 этаж,50004.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 09:00-18:00,+05:00,,,87016170475,,,,,,,,,,,,https://wa.me/77016170475,,,,,,,43.262433,76.947266,https://2gis.com/firm/70000001076227495,branch,,,,,,,,,,,
Магазин,,Продуктовые магазины,"проспект Жибек Жолы, 53",29 бутик; 3 ряд; 1 этаж,50002.0,,Медеуский район,Алматы,,Алматы,Казахстан,Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,,,,,,,,,,,,,,,,,,,,,,43.264421,76.954757,https://2gis.com/firm/70000001059782274,branch,,,,,,,,,,,
Магазин,,Рыба / Морепродукты,"проспект Жибек Жолы, 53",65 бутик; 1 этаж,50002.0,,Медеуский район,Алматы,,Алматы,Казахстан,Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,,,,,,,,,,,,,,,,,,,,,,43.264421,76.954757,https://2gis.com/firm/70000001059782265,branch,,,,,,,,,,,
Магазин,,Услуги по упаковке подарков; Сувениры; Канцтовары; Подарочная упаковка; Электротехника,"улица Жолдасбекова, 9а",1 этаж; справа от входа,50051.0,Самал-1 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.6,11.0,,,,,,,,,,https://instagram.com/eurasia.present,,,,,,,,,,43.234604,76.955702,https://2gis.com/firm/70000001034073398,branch,,,,,,,,,,,
Магазин,,,,,,Тау-Самал м-н,Медеуский район,Алматы,,Алматы,Казахстан,,+05:00,,,,,,,,,,,,,,,,,,,,,,43.194995,76.97324,https://2gis.com/firm/9430197698823268,station,,,,,,,,,,,
Магазин ,,Продуктовые магазины,"Кульджинский тракт, 4а/1",,50019.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+05:00,3.5,2.0,,,,,,,,,,,,,,,,,,,,43.284766,76.985923,https://2gis.com/firm/70000001088972347,branch,,,,,,,,,,,
Магазин ,,Овощи / Фрукты; Мясо / Полуфабрикаты; Молочные продукты; Жир / Маслопродукты,"микрорайон Аскартау, 8",,50044.0,Асқартау м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,3.7,3.0,,,,,,,,,,,,,,,,,,,,43.201334,76.93592,https://2gis.com/firm/70000001078263216,branch,,,,,,,,,,,
Магазин,ИП пряжа у Гульнары,Пряжа; Швейная фурнитура; Головные / шейные уборы,"проспект Достык, 42/2",,50010.0,,Медеуский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-14:00, 15:00-19:00; Вт: 10:00-14:00, 15:00-19:00; Ср: 10:00-14:00, 15:00-19:00; Чт: 10:00-14:00, 15:00-19:00; Пт: 10:00-14:00, 15:00-19:00; Сб: 10:00-14:00, 15:00-19:00 (по предварительному звонку)",+05:00,1.1,3.0,87766678888,,,,,,,,,,,,https://wa.me/77766678888,,,,,,,43.249203,76.956546,https://2gis.com/firm/70000001032513182,branch,,,,,,,,,,,
Магазин,ИП Якунин И.С.,Хозтовары,"проспект Жибек Жолы, 53","40, 83 место; 1 этаж",50002.0,,Медеуский район,Алматы,,Алматы,Казахстан,Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,,,87057624242,,,,,,,,,https://instagram.com/house_goods_almaty,,,https://wa.me/77057624242,,,,,,,43.263507,76.954579,https://2gis.com/firm/70000001045382104,branch,,,,,,,,,,,
Магазин №1,продуктовый магазин,Продуктовые магазины,"улица Хан-Тенгри, 6/2",,50064.0,Думан м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+05:00,3.0,4.0,,,,,,,,,,,,,,,,,,,,43.286134,76.997992,https://2gis.com/firm/9429940001001708,branch,,,,,,,,,,,
Магазин продуктов ,,Продуктовые магазины,"Думан-2 микрорайон, 8",,50064.0,Думан-2 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,3.0,1.0,,,,,,,,,,,,,,,,,,,,43.286045,77.000002,https://2gis.com/firm/70000001084335026,branch,,,,,,,,,,,
Магнит,мини-маркет,Супермаркеты,"улица Тянь-Шаньская, 9а",,50002.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,1.9,22.0,,,,,,,,,,,,,,,,,,,,43.266926,76.965787,https://2gis.com/firm/70000001044641737,branch,,,,,,,,,,,
Мадина,продуктовый магазин,Продуктовые магазины,"микрорайон Самал-2, 34",1 этаж,50051.0,Самал-2 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.5,42.0,,,,,,,,,,,,,,,,,,,,43.229945,76.953945,https://2gis.com/firm/9429940000962696,branch,,,,,,,,,,,
МайНан,магазин,Продуктовые магазины,"Кульджинский тракт, 16/11 блок 6",цокольный этаж,50019.0,,Медеуский район,Алматы,,Алматинская область,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,3.4,24.0,87053990730,,,,,,,,,,,,,,,,,,,43.289219,76.986983,https://2gis.com/firm/70000001050760908,branch,,,,,,,,,,,
